state_fips,state,state_abbr,county,hardiness_zone
35,New Mexico,NM,Guadalupe,7a
30,Montana,MT,Golden Valley,4b
37,North Carolina,NC,Johnston,8a
06,California,CA,Santa Clara,10a
45,South Carolina,SC,Charleston,9a
53,Washington,WA,Benton,7b
29,Missouri,MO,Adair,6a
39,Ohio,OH,Erie,6b
17,Illinois,IL,Vermilion,6a
29,Missouri,MO,St. Louis,7a
17,Illinois,IL,Boone,5b
06,California,CA,Tehama,9b
55,Wisconsin,WI,Dane,5b
48,Texas,TX,Fisher,8a
22,Louisiana,LA,Sabine,9a
17,Illinois,IL,Morgan,6a
13,Georgia,GA,Pulaski,8b
37,North Carolina,NC,Bertie,8a
37,North Carolina,NC,Stanly,8a
47,Tennessee,TN,Rhea,7b
37,North Carolina,NC,Greene,8a
21,Kentucky,KY,Leslie,7a
24,Maryland,MD,Somerset,7b
17,Illinois,IL,Marshall,5b
21,Kentucky,KY,Lyon,7a
48,Texas,TX,Concho,8a
48,Texas,TX,Coke,8a
47,Tennessee,TN,Overton,7a
26,Michigan,MI,Huron,6a
26,Michigan,MI,Iosco,5a
13,Georgia,GA,Coffee,9a
13,Georgia,GA,Ware,9a
38,North Dakota,ND,Grant,4a
22,Louisiana,LA,Jefferson,9b
22,Louisiana,LA,St. Tammany,9a
19,Iowa,IA,Hardin,5a
22,Louisiana,LA,Cameron,9b
39,Ohio,OH,Clinton,6b
27,Minnesota,MN,St. Louis,3b
39,Ohio,OH,Lorain,6a
72,,,Vega Alta,
19,Iowa,IA,Boone,5a
48,Texas,TX,Polk,9a
31,Nebraska,NE,Dixon,5a
24,Maryland,MD,Harford,7b
45,South Carolina,SC,Edgefield,8a
51,Virginia,VA,Accomack,8a
55,Wisconsin,WI,Calumet,5b
21,Kentucky,KY,Knox,7a
26,Michigan,MI,Ionia,6a
37,North Carolina,NC,New Hanover,8b
47,Tennessee,TN,Obion,7b
21,Kentucky,KY,Calloway,7b
51,Virginia,VA,Albemarle,7b
47,Tennessee,TN,Robertson,7a
51,Virginia,VA,Clarke,7a
53,Washington,WA,Garfield,7b
21,Kentucky,KY,Jackson,6b
27,Minnesota,MN,Cook,3b
45,South Carolina,SC,Oconee,8a
22,Louisiana,LA,East Baton Rouge,9a
28,Mississippi,MS,Claiborne,8b
24,Maryland,MD,St. Mary's,8a
26,Michigan,MI,Kent,6a
37,North Carolina,NC,Pitt,8b
30,Montana,MT,Carbon,5a
31,Nebraska,NE,Stanton,5b
13,Georgia,GA,Appling,9a
19,Iowa,IA,Jasper,5b
28,Mississippi,MS,Wayne,8b
48,Texas,TX,Cottle,8a
51,Virginia,VA,Greensville,8a
12,Florida,FL,Polk,10a
48,Texas,TX,Young,8a
01,Alabama,AL,Tallapoosa,8a
33,New Hampshire,NH,Rockingham,6a
08,Colorado,CO,Rio Grande,5b
19,Iowa,IA,Plymouth,5a
36,New York,NY,Yates,6a
53,Washington,WA,King,8b
41,Oregon,OR,Deschutes,6b
19,Iowa,IA,Pottawattamie,5b
29,Missouri,MO,Wright,6b
30,Montana,MT,Toole,4a
36,New York,NY,Tioga,6a
48,Texas,TX,Lee,9a
13,Georgia,GA,Fulton,8a
48,Texas,TX,Cherokee,8b
29,Missouri,MO,Audrain,6b
45,South Carolina,SC,Colleton,8b
55,Wisconsin,WI,Jefferson,5b
05,Arkansas,AR,Greene,7b
48,Texas,TX,Hall,7b
55,Wisconsin,WI,Burnett,4a
35,New Mexico,NM,Torrance,7a
53,Washington,WA,Pacific,8a
37,North Carolina,NC,Pender,8b
48,Texas,TX,Hood,8b
46,South Dakota,SD,Stanley,5a
32,Nevada,NV,Washoe,7a
21,Kentucky,KY,Ballard,7a
48,Texas,TX,Archer,8a
48,Texas,TX,Baylor,8a
48,Texas,TX,San Augustine,9a
32,Nevada,NV,Storey,7a
13,Georgia,GA,Schley,8b
09,Connecticut,CT,Fairfield,6b
48,Texas,TX,Madison,9a
06,California,CA,San Joaquin,9b
28,Mississippi,MS,Winston,8a
21,Kentucky,KY,Henry,6b
21,Kentucky,KY,Mercer,7a
31,Nebraska,NE,Wheeler,5a
21,Kentucky,KY,Lewis,6b
27,Minnesota,MN,Grant,4a
28,Mississippi,MS,Humphreys,8b
01,Alabama,AL,Clarke,8b
20,Kansas,KS,Chase,6b
21,Kentucky,KY,Trigg,7a
01,Alabama,AL,Houston,9a
46,South Dakota,SD,Aurora,5a
02,Alaska,AK,Aleutians East,
31,Nebraska,NE,Franklin,6a
24,Maryland,MD,Kent,7b
20,Kansas,KS,Crawford,7a
27,Minnesota,MN,Chippewa,4b
46,South Dakota,SD,Pennington,5a
45,South Carolina,SC,Hampton,8b
16,Idaho,ID,Fremont,5a
13,Georgia,GA,Bryan,9a
51,Virginia,VA,Dinwiddie,7b
12,Florida,FL,St. Lucie,10a
36,New York,NY,Monroe,6b
46,South Dakota,SD,Lincoln,5a
55,Wisconsin,WI,Chippewa,4b
20,Kansas,KS,Woodson,6b
21,Kentucky,KY,Marshall,7a
13,Georgia,GA,Clinch,9a
13,Georgia,GA,Lowndes,9a
15,Hawaii,HI,Kalawao,
15,Hawaii,HI,Kauai,
26,Michigan,MI,Macomb,6a
13,Georgia,GA,Turner,9a
17,Illinois,IL,Jasper,6b
48,Texas,TX,Milam,9a
18,Indiana,IN,Spencer,7a
21,Kentucky,KY,Hart,7a
21,Kentucky,KY,Lincoln,7a
30,Montana,MT,Blaine,3b
51,Virginia,VA,Norfolk,8b
48,Texas,TX,Reeves,8a
51,Virginia,VA,Pulaski,7a
37,North Carolina,NC,Union,8a
38,North Dakota,ND,McKenzie,4a
12,Florida,FL,Okaloosa,8b
06,California,CA,Alameda,10a
17,Illinois,IL,Calhoun,6b
18,Indiana,IN,Kosciusko,6a
28,Mississippi,MS,Noxubee,8b
05,Arkansas,AR,Woodruff,8a
34,New Jersey,NJ,Gloucester,7b
33,New Hampshire,NH,Hillsborough,6a
30,Montana,MT,Judith Basin,4b
37,North Carolina,NC,Mitchell,7a
30,Montana,MT,Powell,4b
41,Oregon,OR,Polk,8b
41,Oregon,OR,Wasco,7a
46,South Dakota,SD,Perkins,4b
19,Iowa,IA,Taylor,5b
01,Alabama,AL,Washington,8b
39,Ohio,OH,Defiance,6a
54,West Virginia,WV,Greenbrier,6b
17,Illinois,IL,Marion,6b
51,Virginia,VA,Dickenson,7a
51,Virginia,VA,Amelia,7b
13,Georgia,GA,Randolph,8b
35,New Mexico,NM,Luna,8a
48,Texas,TX,Nueces,9b
56,Wyoming,WY,Weston,4b
72,,,Toa Baja,
17,Illinois,IL,Warren,5b
01,Alabama,AL,Madison,7b
47,Tennessee,TN,Wilson,7b
48,Texas,TX,Camp,8b
40,Oklahoma,OK,Jefferson,8a
54,West Virginia,WV,Ritchie,6b
19,Iowa,IA,Page,5b
20,Kansas,KS,Jefferson,6b
22,Louisiana,LA,Iberia,9a
02,Alaska,AK,Kusilvak,
37,North Carolina,NC,Onslow,8a
27,Minnesota,MN,Faribault,5a
47,Tennessee,TN,Grainger,7b
48,Texas,TX,Freestone,8b
42,Pennsylvania,PA,Mifflin,7a
01,Alabama,AL,Crenshaw,8b
51,Virginia,VA,Bristol,7a
48,Texas,TX,Runnels,8a
48,Texas,TX,Terrell,8b
20,Kansas,KS,Rawlins,6a
20,Kansas,KS,Thomas,6a
13,Georgia,GA,Jeff Davis,9a
19,Iowa,IA,Cherokee,5a
05,Arkansas,AR,White,8a
28,Mississippi,MS,Leflore,8b
29,Missouri,MO,Cooper,6b
26,Michigan,MI,Dickinson,4b
17,Illinois,IL,Will,5b
48,Texas,TX,Deaf Smith,7a
46,South Dakota,SD,Brookings,4b
29,Missouri,MO,Clay,6a
28,Mississippi,MS,Coahoma,8b
18,Indiana,IN,Boone,6a
19,Iowa,IA,Des Moines,5b
19,Iowa,IA,Scott,5b
20,Kansas,KS,Ottawa,6b
12,Florida,FL,Columbia,9a
12,Florida,FL,Holmes,8b
28,Mississippi,MS,Harrison,9a
72,,,Utuado,
47,Tennessee,TN,Bradley,7b
27,Minnesota,MN,Carlton,4a
48,Texas,TX,Marion,8b
36,New York,NY,Schoharie,5b
40,Oklahoma,OK,Pawnee,7a
36,New York,NY,Broome,6a
48,Texas,TX,Liberty,9a
39,Ohio,OH,Athens,6b
39,Ohio,OH,Jefferson,6b
54,West Virginia,WV,Randolph,6a
54,West Virginia,WV,Marion,6b
34,New Jersey,NJ,Cumberland,7b
06,California,CA,Nevada,9b
55,Wisconsin,WI,Douglas,4a
21,Kentucky,KY,Pulaski,7a
37,North Carolina,NC,Edgecombe,8a
48,Texas,TX,Jasper,9a
49,Utah,UT,Beaver,6b
13,Georgia,GA,Murray,8a
18,Indiana,IN,Jay,6a
26,Michigan,MI,Montcalm,5b
36,New York,NY,Rensselaer,5b
12,Florida,FL,Collier,10a
35,New Mexico,NM,McKinley,6a
13,Georgia,GA,Ben Hill,9a
05,Arkansas,AR,Lee,8a
12,Florida,FL,Baker,9a
13,Georgia,GA,Lanier,9a
20,Kansas,KS,Rice,6b
01,Alabama,AL,Calhoun,8a
28,Mississippi,MS,Jackson,9a
21,Kentucky,KY,Campbell,6b
21,Kentucky,KY,Cumberland,7a
28,Mississippi,MS,Panola,8a
48,Texas,TX,Hansford,6b
48,Texas,TX,Chambers,9b
13,Georgia,GA,Quitman,8b
48,Texas,TX,Hardin,9a
09,Connecticut,CT,Litchfield,6a
39,Ohio,OH,Sandusky,6b
23,Maine,ME,Piscataquis,5a
17,Illinois,IL,Pulaski,7a
40,Oklahoma,OK,Okfuskee,7b
26,Michigan,MI,Saginaw,6a
35,New Mexico,NM,Rio Arriba,5b
50,Vermont,VT,Caledonia,4b
51,Virginia,VA,Botetourt,7b
17,Illinois,IL,Madison,7a
48,Texas,TX,Collin,8b
45,South Carolina,SC,Abbeville,8a
31,Nebraska,NE,Dodge,5b
12,Florida,FL,Sarasota,9b
55,Wisconsin,WI,Marquette,5a
04,Arizona,AZ,Mohave,9a
04,Arizona,AZ,Yavapai,7a
45,South Carolina,SC,Horry,8b
42,Pennsylvania,PA,Montgomery,7a
16,Idaho,ID,Lewis,6a
72,,,Arecibo,
51,Virginia,VA,Norton,7a
34,New Jersey,NJ,Morris,6b
29,Missouri,MO,Sullivan,6a
20,Kansas,KS,Ness,6a
48,Texas,TX,Brazoria,9b
51,Virginia,VA,Staunton,7a
31,Nebraska,NE,Chase,5b
39,Ohio,OH,Montgomery,6b
48,Texas,TX,Throckmorton,8a
13,Georgia,GA,Oglethorpe,8b
05,Arkansas,AR,Conway,8a
29,Missouri,MO,Nodaway,5b
38,North Dakota,ND,Ransom,4a
26,Michigan,MI,Bay,6a
47,Tennessee,TN,Shelby,8a
06,California,CA,Butte,9b
27,Minnesota,MN,Pine,4a
48,Texas,TX,Bastrop,9a
53,Washington,WA,Klickitat,7a
53,Washington,WA,San Juan,9a
55,Wisconsin,WI,Brown,5b
20,Kansas,KS,Wilson,7a
22,Louisiana,LA,Natchitoches,8b
22,Louisiana,LA,Terrebonne,9b
13,Georgia,GA,Irwin,9a
02,Alaska,AK,North Slope,
26,Michigan,MI,Arenac,5b
19,Iowa,IA,Lee,6a
20,Kansas,KS,Osborne,6a
26,Michigan,MI,Emmet,5a
19,Iowa,IA,Fremont,5b
23,Maine,ME,Lincoln,5b
36,New York,NY,Seneca,6b
21,Kentucky,KY,Laurel,7a
47,Tennessee,TN,Meigs,7b
29,Missouri,MO,Taney,7a
13,Georgia,GA,Taylor,8b
51,Virginia,VA,Williamsburg,8a
48,Texas,TX,Scurry,8a
08,Colorado,CO,Gilpin,5b
40,Oklahoma,OK,McClain,7b
54,West Virginia,WV,Pendleton,6a
51,Virginia,VA,Page,7a
40,Oklahoma,OK,Le Flore,7b
54,West Virginia,WV,Summers,7a
37,North Carolina,NC,Mecklenburg,8a
34,New Jersey,NJ,Essex,7a
29,Missouri,MO,Linn,6a
13,Georgia,GA,Montgomery,8b
41,Oregon,OR,Sherman,7a
13,Georgia,GA,Greene,8b
46,South Dakota,SD,Buffalo,4b
46,South Dakota,SD,Mellette,5a
48,Texas,TX,Ector,8a
48,Texas,TX,Limestone,8b
53,Washington,WA,Grays Harbor,8b
54,West Virginia,WV,Berkeley,7a
72,,,Villalba,
30,Montana,MT,Park,5a
48,Texas,TX,Denton,8a
45,South Carolina,SC,Cherokee,8a
37,North Carolina,NC,Yancey,7a
48,Texas,TX,Red River,8b
48,Texas,TX,Matagorda,9b
27,Minnesota,MN,Stevens,4b
13,Georgia,GA,Warren,8b
48,Texas,TX,Hardeman,7b
17,Illinois,IL,Monroe,7a
13,Georgia,GA,Jenkins,8b
21,Kentucky,KY,Grayson,7a
48,Texas,TX,Palo Pinto,8a
13,Georgia,GA,Heard,8a
01,Alabama,AL,Lawrence,8a
72,,,Guaynabo,
28,Mississippi,MS,Marshall,7b
20,Kansas,KS,Clark,6b
20,Kansas,KS,Haskell,6b
22,Louisiana,LA,Bienville,8b
13,Georgia,GA,Walker,8a
19,Iowa,IA,Iowa,5a
31,Nebraska,NE,Buffalo,5b
40,Oklahoma,OK,Beaver,7a
19,Iowa,IA,Butler,5a
30,Montana,MT,Roosevelt,4a
72,,,Barceloneta,
53,Washington,WA,Cowlitz,8b
48,Texas,TX,Live Oak,9a
29,Missouri,MO,Moniteau,6b
51,Virginia,VA,Westmoreland,7b
37,North Carolina,NC,Yadkin,7b
06,California,CA,Merced,9a
40,Oklahoma,OK,Dewey,7a
37,North Carolina,NC,Burke,7b
37,North Carolina,NC,Wayne,8a
42,Pennsylvania,PA,Warren,6a
05,Arkansas,AR,Howard,8a
37,North Carolina,NC,Davie,7b
37,North Carolina,NC,McDowell,7b
05,Arkansas,AR,Nevada,8b
08,Colorado,CO,Yuma,5b
48,Texas,TX,Sherman,6b
48,Texas,TX,Uvalde,9a
39,Ohio,OH,Auglaize,6a
22,Louisiana,LA,Bossier,8b
19,Iowa,IA,Emmet,5a
20,Kansas,KS,Saline,6b
21,Kentucky,KY,Magoffin,7a
48,Texas,TX,Bailey,7a
29,Missouri,MO,Callaway,6b
56,Wyoming,WY,Albany,4a
56,Wyoming,WY,Park,5a
42,Pennsylvania,PA,Montour,6b
36,New York,NY,Queens,7b
12,Florida,FL,Suwannee,9a
26,Michigan,MI,Cheboygan,5a
26,Michigan,MI,Gladwin,5b
21,Kentucky,KY,Montgomery,6b
45,South Carolina,SC,Lancaster,8a
21,Kentucky,KY,Larue,7a
19,Iowa,IA,Woodbury,5a
12,Florida,FL,Taylor,9a
17,Illinois,IL,Alexander,7a
29,Missouri,MO,Jefferson,6b
29,Missouri,MO,Lincoln,6b
13,Georgia,GA,Chatham,9a
12,Florida,FL,Union,9a
36,New York,NY,Genesee,6a
19,Iowa,IA,Clay,5a
30,Montana,MT,Fallon,4b
46,South Dakota,SD,Potter,4b
48,Texas,TX,Culberson,8a
23,Maine,ME,Cumberland,5a
48,Texas,TX,Atascosa,9a
20,Kansas,KS,Kingman,7a
13,Georgia,GA,Rabun,7b
54,West Virginia,WV,Upshur,6b
29,Missouri,MO,Texas,6b
05,Arkansas,AR,Pulaski,8a
19,Iowa,IA,Crawford,5a
16,Idaho,ID,Bannock,5b
39,Ohio,OH,Geauga,6a
72,,,Cayey,
06,California,CA,Tulare,9b
72,,,Arroyo,
72,,,San Germán,
36,New York,NY,Wayne,6b
51,Virginia,VA,Rockbridge,7a
38,North Dakota,ND,Towner,3b
42,Pennsylvania,PA,Delaware,7a
36,New York,NY,Niagara,6b
50,Vermont,VT,Bennington,5a
12,Florida,FL,Clay,9a
37,North Carolina,NC,Wake,8a
39,Ohio,OH,Hamilton,6b
34,New Jersey,NJ,Bergen,7b
32,Nevada,NV,Lincoln,7a
02,Alaska,AK,Nome,
30,Montana,MT,McCone,4a
19,Iowa,IA,Buchanan,5a
17,Illinois,IL,DuPage,5b
46,South Dakota,SD,Fall River,5a
27,Minnesota,MN,Kittson,3b
13,Georgia,GA,Oconee,8a
48,Texas,TX,Wilson,9a
31,Nebraska,NE,Fillmore,6a
12,Florida,FL,Madison,9a
72,,,Carolina,
18,Indiana,IN,Sullivan,6b
04,Arizona,AZ,La Paz,9a
13,Georgia,GA,Brooks,9a
02,Alaska,AK,Aleutians West,
02,Alaska,AK,Kodiak Island,
20,Kansas,KS,Stafford,6b
13,Georgia,GA,Telfair,8b
26,Michigan,MI,Monroe,6a
18,Indiana,IN,White,5b
18,Indiana,IN,Noble,6a
21,Kentucky,KY,Livingston,7a
13,Georgia,GA,Miller,9a
47,Tennessee,TN,Lincoln,7b
21,Kentucky,KY,Shelby,6b
31,Nebraska,NE,York,5b
42,Pennsylvania,PA,Adams,7a
45,South Carolina,SC,Allendale,8b
47,Tennessee,TN,Davidson,7b
49,Utah,UT,Uintah,6a
49,Utah,UT,Utah,7a
18,Indiana,IN,Clay,6a
36,New York,NY,Kings,7b
29,Missouri,MO,Morgan,6b
39,Ohio,OH,Holmes,6a
19,Iowa,IA,Osceola,5a
18,Indiana,IN,Jennings,6b
16,Idaho,ID,Twin Falls,7a
17,Illinois,IL,Saline,7a
26,Michigan,MI,Kalamazoo,6a
45,South Carolina,SC,Lee,8b
56,Wyoming,WY,Johnson,5a
18,Indiana,IN,Daviess,6b
26,Michigan,MI,Grand Traverse,6a
22,Louisiana,LA,Allen,9a
46,South Dakota,SD,Hughes,4b
46,South Dakota,SD,Hyde,4b
45,South Carolina,SC,Clarendon,8b
30,Montana,MT,Stillwater,4b
47,Tennessee,TN,Bledsoe,7a
21,Kentucky,KY,Todd,7a
47,Tennessee,TN,Weakley,7b
29,Missouri,MO,Greene,6b
42,Pennsylvania,PA,Lehigh,7a
31,Nebraska,NE,Seward,6a
36,New York,NY,Chemung,5b
36,New York,NY,Wyoming,6a
06,California,CA,Stanislaus,9b
42,Pennsylvania,PA,Northampton,7a
01,Alabama,AL,Morgan,8a
21,Kentucky,KY,Breckinridge,7a
28,Mississippi,MS,Grenada,8a
21,Kentucky,KY,Simpson,7a
50,Vermont,VT,Grand Isle,5b
39,Ohio,OH,Columbiana,6a
51,Virginia,VA,Nelson,7b
12,Florida,FL,Osceola,9b
05,Arkansas,AR,Grant,8a
13,Georgia,GA,Laurens,8b
36,New York,NY,New York,7b
05,Arkansas,AR,Benton,7a
72,,,Isabela,
12,Florida,FL,Marion,9a
51,Virginia,VA,Nottoway,7b
34,New Jersey,NJ,Warren,6b
36,New York,NY,Columbia,6a
51,Virginia,VA,Martinsville,7b
40,Oklahoma,OK,Choctaw,8a
20,Kansas,KS,Dickinson,6b
48,Texas,TX,Starr,9b
13,Georgia,GA,Effingham,9a
40,Oklahoma,OK,Roger Mills,7a
55,Wisconsin,WI,Richland,4b
35,New Mexico,NM,Lea,7b
01,Alabama,AL,Lamar,8a
72,,,Florida,
47,Tennessee,TN,Marshall,7b
51,Virginia,VA,Appomattox,7b
05,Arkansas,AR,Madison,7a
56,Wyoming,WY,Sheridan,4b
42,Pennsylvania,PA,Cumberland,7a
42,Pennsylvania,PA,Franklin,7a
42,Pennsylvania,PA,Luzerne,6a
26,Michigan,MI,Crawford,5a
01,Alabama,AL,Russell,8b
39,Ohio,OH,Carroll,6b
51,Virginia,VA,Fluvanna,7a
17,Illinois,IL,Lake,5b
13,Georgia,GA,Madison,8a
05,Arkansas,AR,Dallas,8a
08,Colorado,CO,Jackson,4b
08,Colorado,CO,Kit Carson,6a
16,Idaho,ID,Owyhee,7a
55,Wisconsin,WI,Wood,4b
36,New York,NY,Chautauqua,6a
13,Georgia,GA,Cobb,8a
47,Tennessee,TN,Johnson,7a
39,Ohio,OH,Belmont,6b
51,Virginia,VA,Wise,7a
29,Missouri,MO,Carter,7a
40,Oklahoma,OK,Bryan,8a
31,Nebraska,NE,Clay,6a
24,Maryland,MD,Charles,7b
19,Iowa,IA,Cerro Gordo,5a
19,Iowa,IA,Greene,5a
21,Kentucky,KY,Rowan,6b
49,Utah,UT,Wayne,7a
29,Missouri,MO,Cape Girardeau,7a
53,Washington,WA,Walla Walla,7b
29,Missouri,MO,Mississippi,7b
05,Arkansas,AR,Cleveland,8b
48,Texas,TX,Dallas,8b
72,,,Lajas,
18,Indiana,IN,DeKalb,6a
22,Louisiana,LA,Ouachita,8b
22,Louisiana,LA,St. John the Baptist,9b
22,Louisiana,LA,St. Helena,8b
29,Missouri,MO,Schuyler,5b
01,Alabama,AL,Franklin,7b
21,Kentucky,KY,Carroll,6b
08,Colorado,CO,Clear Creek,5b
48,Texas,TX,Kimble,8a
26,Michigan,MI,Mackinac,5a
48,Texas,TX,McCulloch,8b
28,Mississippi,MS,Tishomingo,7b
48,Texas,TX,Crockett,8a
48,Texas,TX,Hill,8b
08,Colorado,CO,Logan,5b
20,Kansas,KS,Finney,6b
20,Kansas,KS,Montgomery,7a
45,South Carolina,SC,Fairfield,8a
31,Nebraska,NE,Cheyenne,5b
27,Minnesota,MN,Martin,5a
47,Tennessee,TN,Sevier,7b
47,Tennessee,TN,Polk,7b
48,Texas,TX,Kent,8a
30,Montana,MT,Teton,4b
31,Nebraska,NE,Garden,5a
17,Illinois,IL,Macoupin,6b
39,Ohio,OH,Ross,6b
17,Illinois,IL,Whiteside,5b
48,Texas,TX,El Paso,8b
48,Texas,TX,Loving,8a
40,Oklahoma,OK,Latimer,7b
39,Ohio,OH,Washington,6b
29,Missouri,MO,Howell,7a
20,Kansas,KS,Edwards,6b
21,Kentucky,KY,Jefferson,7a
17,Illinois,IL,Logan,6a
55,Wisconsin,WI,Winnebago,5b
21,Kentucky,KY,Fulton,7b
20,Kansas,KS,Harvey,6b
30,Montana,MT,Dawson,4a
54,West Virginia,WV,Taylor,6b
26,Michigan,MI,Midland,6a
28,Mississippi,MS,Quitman,8a
21,Kentucky,KY,Hardin,7a
17,Illinois,IL,Jefferson,6b
46,South Dakota,SD,Hamlin,4b
55,Wisconsin,WI,Lincoln,4a
36,New York,NY,Franklin,4a
51,Virginia,VA,Fredericksburg,7a
54,West Virginia,WV,Raleigh,6b
35,New Mexico,NM,Chaves,7b
35,New Mexico,NM,Santa Fe,6a
06,California,CA,Orange,10b
04,Arizona,AZ,Santa Cruz,8b
37,North Carolina,NC,Currituck,8b
17,Illinois,IL,Lawrence,6b
18,Indiana,IN,Howard,6a
18,Indiana,IN,Pike,6b
21,Kentucky,KY,Christian,7a
26,Michigan,MI,Eaton,6a
19,Iowa,IA,Wapello,5b
06,California,CA,Imperial,10a
26,Michigan,MI,Cass,6a
28,Mississippi,MS,Wilkinson,9a
02,Alaska,AK,Yakutat,
20,Kansas,KS,Sheridan,6a
28,Mississippi,MS,Leake,8b
72,,,Caguas,
72,,,Camuy,
28,Mississippi,MS,Clay,8a
28,Mississippi,MS,Franklin,8b
28,Mississippi,MS,Neshoba,8b
46,South Dakota,SD,Edmunds,4b
72,,,Río Grande,
01,Alabama,AL,Conecuh,8b
18,Indiana,IN,Dearborn,6b
18,Indiana,IN,Jackson,6b
28,Mississippi,MS,Lee,8a
22,Louisiana,LA,West Feliciana,9a
05,Arkansas,AR,Crittenden,8a
12,Florida,FL,Jackson,9a
48,Texas,TX,Dickens,8a
51,Virginia,VA,Mathews,8a
38,North Dakota,ND,Renville,4a
48,Texas,TX,La Salle,9a
36,New York,NY,Onondaga,6a
19,Iowa,IA,Henry,5b
31,Nebraska,NE,Harlan,6a
30,Montana,MT,Powder River,4b
